Bug ID,"Severity","Priority","Status","Assignee","Reporter","Product","Category","Component","Keywords","Build","Regression","Summary"
2389534,"critical","P1","closed","gsi","txiong","VDI","USB Redirection","Win Agent","CART-Sys-Stress, HorizonRDSH, TestBlocker",14088507,"Unknown","Hit several wsnm dumps and wsnm_jms dumps in repeated testing of logon-logout with 150 sessions"
2389535,"serious","P1","resolved","mhampton","ljack","VDI","Documentation","VDI Knowledge Base",,14013864,"---","Sometimes the agent desktop window cannot be resized or moved any more after resizing it for some times"
2389538,"critical","P1","closed","gsi","hyan","VDI","USB Redirection","Win Agent","CART-Sys-Stress",14104228,"---","[RDSH][60 Sessions]  USB redirection stop working during login-logoff testing due to wsnm.dmp [D:\build\ob\bora-14054838\wake\mfw\libs\messageframework\orchestrator.cpp @ 1658]]"
2389560,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","USB Redirection","linuxvdi-multiple-session",14217277,"---","[RHEL8] redirected HID devices can not work"
2389604,"critical","P1","closed","guoxin","zzhou","VDI","Remote Client","osx client",,14211871,"---","Plug monitor cannot update topology in remote app"
2389629,"serious","P1","new","yun","yanchaozhang","VDI","Linux Agent","USB Redirection","triaged",14214208,"---","[RHEL8] ""UseGnomeClassic"" does not take effect"
2389687,"minor","P2","closed","yanx","yuez","VDI","Remote Client","web client",,14220637,"No","[HTML Access, Chrome Client] the close icon position is not user friendly in the search bar of item select page(launcher page)"
2389701,"serious","P2","closed","yuez","yuez","VDI","Remote Client","web client",,14220637,"---","[HTML Access, Chrome Client] cancel in login would failed if network is unstable"
2389702,"serious","P1","closed","vertikasingh","txiong","VDI","Server Core","User Session Management","CART-Sys-Stress, HorizonRDSH, TestBlocker",14220439,"Unknown","Only the last App session was established if try to build 5 App sessions with same user (interval = 3) when ""Multi-Session Mode"" is enabled"
2389706,"serious","P1","closed","zji","ljack","VDI","Client Displays","Mac",,14220170,"---","[Legacy Clinet/Metal Render only][Mac Client]With two monitors, sometimes Autofit doesn't work after enter/exit multi-monitor several times by pressing ctrl+command+F"
2389711,"serious","P1","closed","yilinw","yuez","VDI","Remote Client","chrome client",,14220641,"No","[Chrome Client] topbar can be used to disconnect session after lock remote session by ctrl+alt+del"
2389721,"serious","P1","closed","yilinw","yuez","VDI","Remote Client","chrome client",,14220641,"---","[Chrome Client] There is no reauthentication hint when try to logoff a session under Broker-session-locked status"
2389763,"serious","P1","closed","zzhou","ljack","VDI","Client Displays","Mac",,14220170,"---","[OS Update][Mac 10.15] There is display issue if entering multi-monitor when agent desktop is showing the welcome page"
2389808,"serious","P1","closed","alanh","zji","VDI","Blast Integration","Linux Client",,,"---","Linux rmks crash NOT_REACHED bora/apps/rde/viewClient/viewCursor.c:419"
2389815,"serious","P1","closed","jwalton","pewang","VDI","Documentation","VDI Release Notes","RNA-documented",,"---","Doc for win10 client in RTAV"
2389861,"serious","P1","closed","hangl","ksong","VDI","Linux Agent","User Experience","triaged",,"---","[LinuxVDI]The keyboard and mouse events mix between remote desktop and console desktop"
2389880,"serious","P1","closed","weiy","weiy","VDI","Seamless Windows","Chrome Play Store",,,"---","[OS Update]Maximize window cannot enter fullscreen mode"
2389886,"critical","P1","closed","arongp","zhangh","VDI","Seamless Windows","Linux Client",,14220150,"Yes","Fail to enter unity mode when DPI sync is not 100%"
2389903,"critical","P1","closed","appblast-guru","ljack","VDI","Blast Protocol","H264",,14220170,"Yes","Launching agent with With Mac client with H264, sometimes H264 is used, sometimes adaptive is used"
2389927,"serious","P1","closed","aisajanyan","czhou","VDI","Remote Core","Display (console)","erqe2verify, hze_scale_710",14211977,"Unknown","[OS Update]Windows 10 1909 FIPS agent could not be connected."
2389931,"serious","P1","new","weiy","ltim","VDI","Blast Networking","client-android",,14220751,"Unknown","[ARC++ Only] Network Intelligence is negotiated on ARC++ client when server connection mode is UDP."
2390121,"serious","P1","closed","yyun","dcheah","VDI","Blast Protocol","Display","PhysicalPCWin10RS4",14182484,"---","View client should always send topology request during connecting."
2390130,"minor","P2","closed","jwalton","wsong","VDI","Documentation","VDI Release Notes","RNA-documented",,"---","Windows system tray notification of reboot for every fresh login"
2390277,"serious","P1","closed","joeqiux","kli","VDI","Microsoft Teams","Agent",,,"---","teams is in fallback mode when connecting to desktop that was previously in fallback (supposed to be optimized)"
2390333,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Client",,14224669,"---","5 seconds of Loud noise on Linux or Windows client when click to joining meeting with audio or video"
2390365,"serious","P1","assigned","kelsallt","swan","VDI","Blast Protocol","H264",,14224149,"---","HEVC should not be active when High Color Accuracy is set"
2390380,"minor","P2","resolved","joeqiux","wsong","VDI","Microsoft Teams","Client",,,"---","Switching headsets from Teams ->Setting->Device did not work for new calls on VDI call"
2390386,"serious","P1","closed","ksong","hangl","VDI","Linux Agent","Core-Agent",,14208934,"---","[Linux VDI] View agent killed for OOM"
2390388,"serious","P2","closed","hongshengl","hongshengl","VDI","Client Drive Redirection","Android Client",,14223526,"No","[OS Update][Android Q]The internal storage can not be directed to agent Android Q Preview 5"
2390408,"serious","P1","closed","zzhou","hyan","VDI","Seamless Windows","Agent","CART-Sys-Stress",14211870,"Unknown","[RDSH] VMwareView-RdeServer-*.dmp files were generated when logon-logoff testing [D:\build\ob\bora-14211259\bora-vmsoft\lib\unity\win32\window.cc @ 175]"
2390436,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Core-Agent",,14213480,"---","[LinuxVDI][Collaboration] Should not send colloaboration state change on rhel 7.4"
2390439,"serious","P1","closed","ksong","songyu","VDI","Linux Agent","Core-Agent",,14220414,"---","[LinxuVDI]Redhat6.8 sometime fail to logoff"
2390441,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client","TestBlocker",14228364,"---","[New Client] Cannot exit full screen and Input cannot move out from agent"
2390451,"serious","P1","new","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[Seamless Window]Chrome as application viewport is covered with color block"
2390485,"critical","P1","closed","vlozano","gsaugata","VDI","Server Core","User Session Management",,14167744,"---","[DPM-2639] VDI desktop going to disconnected after more than mentioned idle time in AD"
2390512,"serious","P1","closed","adityashriva","txiong","VDI","Smartcard Redirection","Interception","CART-Sys-Stress, HorizonRDSH, TestBlocker",14167361,"Yes","Failed to redirect some commands (quser.exe, qprocess.exe, query.exe) output to variable or file after installing Horizon Agent ""Core"""
2390529,"critical","P1","closed","taojin","zhangh","VDI","RMKS","linux","view-client-auto-lx",14228331,"Yes","Sometimes remote session and client closed just after session set up on some VM."
2390530,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14228364,"---","[New Client] It is quite slow when moving the app and there is is large lap when typing in the app"
2390535,"critical","P1","closed","linz","zhangh","VDI","USB Redirection","Linux Client","view-client-auto-lx",14220150,"---","Hit core dump once during BATS on Redhat 7"
2390552,"serious","P1","closed","zhiyuanw","zhiyuanw","VDI","Client Displays","Linux",,14228331,"Yes","[hclin] Partial transparent window background when resizing remote desktop window"
2390555,"critical","P1","closed","shuaibingw","ysan","VDI","Remote Client","lx client",,14211914,"---","[SSL Proxy]Client doesn't use proxy when launching it from UI"
2390559,"serious","P2","new","hbai","hbai","VDI","Client Inputs","iOS",,14212004,"---","[OS Upgrade] [iOS Client] The assistive touch function of swift gt failed after connecting to the remote desktop"
2390561,"serious","P1","new","moliver","jizhid","VDI","Blast Integration","Collaboration","CART-Sys-Stress",14220413,"Unknown","[Collab]Status of one shadow session keeps 'joined'  while closing all the shadow session clients"
2390576,"critical","P1","closed","alanh","qinz","VDI","Blast Integration","Mac Client",,,"---","[Mac][rmks] vmware-remotemks crashed in CI testing"
2390589,"serious","P1","closed","vdi-guru","renz","VDI","Linux Agent","Smartcard Redirection",,,"---","Failed to logon via password on Redhat7.6"
2390603,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14228364,"---","[New Client] Mac client became no response quite often during testing"
2390606,"serious","P1","closed","zzhou","nsun","VDI","Client Displays","Linux",,14228338,"---","Client loading page still exist after VDI logging in"
2390639,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Collaboration",,14220414,"---","[LinuxVDI][Collaboration] The 2st User's shadow session is not closed"
2390651,"serious","P1","closed","nge","nge","VDI","Virtual Devices","Scanner Redirection",,14211870,"No","[DCPN-00056742][1909] ""Scanner is not powered or not connected...""""Error message popped up if click acquire 2 times in xnview and set UseScanVendorUI to 1"
2390652,"critical","P1","closed","lyuechang","ysan","VDI","Remote Client","osx client","TestBlocker",14228364,"---","[SSL Proxy]Mac Client could not connect to server by FQDN without setting local DNS when add proxy in system setting"
2390671,"serious","P1","closed","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[Seamless window][Pop up]pop up of chrome as application is covered by color block"
2390672,"critical","P1","closed","alanh","taojin","VDI","Blast Integration","Linux Client",,,"---","mouse lost when edit one notepad in remote desktop from redhat8 client view"
2390678,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Mac Client",,14228364,"---","[New Client] With multi-monitor, when dragging a window, it cannot move the cursor to the other monitor"
2390703,"critical","P1","closed","adityashriva","llv","VDI","Smartcard Redirection","VDI - Windows Agent Smart Card",,14228462,"Yes","Smartcard redirection does not work with Safenet Authentication Client on Windows 10 agent"
2390716,"serious","P1","closed","bliu","nge","VDI","Remote Client","wincdk client",,,"No","[1909]3 vmware-view.dmp found (crashed at hznclientctrl_vchan_plugin!VirtualChannelEntry+430)"
2390727,"serious","P1","closed","renz","songyu","VDI","Linux Agent","Core-Agent",,14220414,"---","[LinuxVDI]redhat6.8 Dump cached collaborators"
2390735,"minor","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Leave page pop up is not supported"
2390736,"serious","P1","closed","zzhou","qinz","VDI","Remote Client","osx client",,,"---","[OS Update] Autoupdate cannot install new version on macOS 10.15 beta4"
2390742,"critical","P1","closed","aisajanyan","psomani","VDI","Remote Core","Display (console)","erqe2verify, hze_scale_710",,"No","[win10-1909 +PCoIP] black screen is seen when connecting through PCoIP protocol"
2390750,"serious","P1","reopened","agong","shipingy","VDI","Remote Client","client common","CART-Interop-found, CART-Interop-WS1",14228328,"---","[WS1] The agent session launched from vIDM web protal is not correct when existing instance logged in broker with different user"
2390760,"serious","P1","closed","haishanw","hyan","VDI","Virtual Channel SDKs","VDPService","CART-Sys-Stress",14211870,"Unknown","[RDSH] rundll32.exe.*.dmp files were generated when session stealing test"
2390769,"serious","P1","closed","alanh","zji","VDI","Blast Integration","Linux Client",,,"---","[arm]Linux rmks crash NOT_REACHED bora/apps/rde/viewClient/viewCursor.c:399"
2390776,"minor","P3","closed","shahsunny","yanghong","VDI","Installer","viewAgent-UI/Silent install (win)","es, G11nQE-Beyondsoft, i18n-L3-layout",14228462,"Yes","[i18n] [Installer][ES]Layout issue is found when horizon agent for 7.10"
2390813,"critical","P1","closed","vlozano","gsaugata","VDI","Server Core","User Session Management",,14167744,"---","[DPM-2639] Disconnected VDI desktop not going to available state after setup of 'Disconnected Session Time Limit' policy in GPO"
2390822,"serious","P1","closed","zzhou","nsun","VDI","Client Displays","Linux",,14228338,"---","Found crtbora coredump during test"
2391177,"minor","P2","new","haishanw","wsong","VDI","Microsoft Teams","Agent",,,"---","In meeting now, speaker indicator did not glow on Avatar name on VDI Teams"
2391235,"critical","P1","closed","appblast-guru","yanchaozhang","VDI","Blast Integration","Other","BAT, view-agent-auto-lx",14232784,"Yes","Black screen detected during disconnect/reconnect testing"
2391241,"critical","P1","closed","appblast-guru","yanchaozhang","VDI","Blast Integration","Other","view-agent-auto-lx",14232784,"Yes","Network recovery failed to work on linux VDI"
